Gender,Branch,Average GPA,Backlogs,Attendance (%),Skills,Certifications,Internship Domain,Job Role,Company Tier,English Proficiency Score,Hackathons Participated,Interview Performance (1-10),Soft Skills Rating (1-10),Offer Type,CTC (LPA)
Male,MECH,6.97,1,91.97,"HTML, SQL, Java",Coursera ML,AI/ML,QA Engineer,Tier 1,7.9,4,5.1,7.7,On-campus,37.59
Female,EEE,7.2,0,79.9,"CSS, DL",Google Cloud,Cybersecurity,Data Scientist,Tier 3,7.9,1,6.9,9.6,On-campus,32.26
Male,EEE,8.3,0,100.0,"HTML, DSA, Java, Python",DataCamp DS,Cybersecurity,SDE,Tier 3,6.5,5,7.9,7.0,PPO,28.34
Male,MECH,7.58,0,96.35,"Python, CSS",DataCamp DS,Cloud,SDE,Tier 3,7.9,4,6.6,9.3,On-campus,30.48
Male,EEE,6.49,0,84.21,"CSS, DL",None,Cloud,Business Analyst,Tier 3,9.7,4,8.1,6.7,Off-campus,32.26
Male,CSE,8.14,0,78.25,"C++, HTML",DataCamp DS,IoT,Business Analyst,Tier 3,8.6,3,6.7,5.7,Off-campus,27.47
Male,IT,7.03,2,76.92,"Java, CSS, ML, SQL",None,AI/ML,QA Engineer,Tier 1,6.7,0,6.0,9.5,Off-campus,32.28
Male,EEE,8.81,0,91.12,"HTML, DSA",Coursera ML,Cloud,SDE,Tier 3,9.8,0,5.8,6.3,Off-campus,26.93
Female,CIVIL,8.26,1,84.79,"SQL, DL, DSA",None,Cloud,SDE,Tier 2,8.2,0,6.5,7.0,On-campus,33.58
Male,EEE,7.19,0,91.49,"DSA, AWS",DataCamp DS,AI/ML,SDE,Tier 1,7.9,2,4.1,6.0,Off-campus,30.81
Male,ECE,8.4,0,100.0,"C++, Java",AWS Certified,Cybersecurity,Data Scientist,Tier 1,7.4,0,8.0,8.0,On-campus,39.25
Male,CSE,7.55,1,79.61,"CSS, Java, ML, Python",None,AI/ML,Data Scientist,Tier 2,8.2,5,9.1,10.0,On-campus,36.89
Female,ECE,8.1,1,76.39,"HTML, AWS, CSS",Google Cloud,Web Dev,Business Analyst,Tier 3,7.6,3,6.1,4.2,PPO,19.94
Female,ECE,7.84,1,86.35,"HTML, SQL, ML, Python",AWS Certified,AI/ML,QA Engineer,Tier 2,7.5,2,4.3,9.4,On-campus,32.6
Male,CIVIL,6.91,1,93.01,"SQL, HTML, CSS",None,Web Dev,DevOps Engineer,Tier 1,7.4,5,9.9,4.0,On-campus,40.56
Female,CSE,7.05,2,78.42,"SQL, C++, Java",Google Cloud,AI/ML,QA Engineer,Tier 1,8.5,0,5.6,6.2,PPO,37.86
Male,CSE,8.22,3,85.24,"SQL, HTML",AWS Certified,Web Dev,Data Scientist,Tier 1,8.4,5,4.8,5.0,Off-campus,36.38
Male,CSE,7.27,0,94.59,"ML, DSA, Python",None,Web Dev,Data Scientist,Tier 2,7.4,4,6.2,8.5,Off-campus,32.34
Female,CSE,7.22,0,73.57,"C++, HTML, Python",Coursera ML,AI/ML,Business Analyst,Tier 3,6.0,3,8.4,4.3,On-campus,27.35
Male,CSE,6.83,1,86.65,"C++, DSA",Google Cloud,IoT,DevOps Engineer,Tier 1,7.5,3,5.8,7.3,PPO,37.26
Female,CIVIL,7.8,0,81.22,"Java, DL, ML",Coursera ML,Cloud,SDE,Tier 3,6.8,5,7.4,5.8,On-campus,30.21
Female,EEE,8.94,3,85.87,"Python, ML",DataCamp DS,Data Analytics,DevOps Engineer,Tier 1,7.0,1,6.5,4.8,On-campus,36.33
Male,ECE,6.75,1,89.97,"SQL, HTML, ML, DL",None,Cloud,DevOps Engineer,Tier 3,7.4,3,4.7,8.6,Off-campus,27.52
Male,CSE,7.52,0,86.55,"Java, DSA, AWS",None,Web Dev,DevOps Engineer,Tier 2,6.4,4,6.0,5.3,PPO,29.64
Female,EEE,8.49,0,77.93,"DL, ML, DSA",Google Cloud,AI/ML,Business Analyst,Tier 1,5.9,3,8.3,5.3,On-campus,36.67
Male,EEE,7.44,0,81.49,"CSS, Java, SQL",None,AI/ML,Data Scientist,Tier 1,7.8,1,7.7,5.7,Off-campus,37.55
Male,ECE,7.82,0,94.99,"AWS, C++, DL, SQL",DataCamp DS,AI/ML,SDE,Tier 1,7.5,3,4.7,7.5,On-campus,35.52
Male,CIVIL,6.76,1,87.3,"Java, ML, C++, DSA",None,AI/ML,DevOps Engineer,Tier 2,7.5,3,5.0,8.0,Off-campus,27.98
Female,MECH,7.8,1,90.88,"AWS, Python",AWS Certified,IoT,SDE,Tier 2,8.0,1,7.8,4.1,PPO,29.3
Female,MECH,7.37,0,86.75,"C++, Java, DL, CSS",Coursera ML,Data Analytics,DevOps Engineer,Tier 3,6.8,3,8.9,5.5,On-campus,30.4
Male,EEE,8.19,1,90.66,"Python, ML, Java",DataCamp DS,Cybersecurity,Data Scientist,Tier 2,7.8,5,6.1,6.6,PPO,31.67
Female,IT,8.33,1,82.23,"Python, DSA",DataCamp DS,Web Dev,SDE,Tier 1,8.8,2,7.6,6.0,Off-campus,38.55
Female,IT,9.31,0,79.63,"HTML, DSA",Coursera ML,Data Analytics,QA Engineer,Tier 3,7.2,5,5.0,9.3,PPO,27.33
Female,ECE,7.91,0,90.35,"DL, Python, ML",Coursera ML,Cloud,Data Scientist,Tier 2,9.4,3,5.9,8.7,PPO,36.6
Female,MECH,7.73,2,92.89,"ML, SQL, AWS",DataCamp DS,Cybersecurity,SDE,Tier 3,7.5,0,4.1,7.8,PPO,26.0
Female,EEE,7.64,3,78.6,"DSA, AWS, Python, CSS",Coursera ML,Cybersecurity,DevOps Engineer,Tier 3,6.6,0,8.6,6.0,On-campus,26.09
Male,CIVIL,7.25,1,80.97,"SQL, C++, Python",Google Cloud,AI/ML,DevOps Engineer,Tier 3,8.3,2,6.4,8.2,Off-campus,26.82
Male,MECH,7.74,1,83.86,"AWS, Java",Coursera ML,Data Analytics,Data Scientist,Tier 1,7.4,3,8.9,9.1,PPO,44.15
Male,EEE,7.29,0,96.34,"SQL, ML",AWS Certified,Cloud,Data Scientist,Tier 1,8.6,4,8.3,7.6,On-campus,42.26
Female,EEE,7.62,0,88.94,"Java, ML, HTML",AWS Certified,AI/ML,DevOps Engineer,Tier 2,7.9,3,9.0,8.7,Off-campus,37.38
Female,CSE,8.42,2,75.73,"SQL, DL",Google Cloud,AI/ML,SDE,Tier 1,7.2,0,5.7,8.5,Off-campus,34.31
Male,CIVIL,6.8,1,84.35,"CSS, DSA, ML",Coursera ML,IoT,QA Engineer,Tier 3,9.0,1,5.1,7.4,Off-campus,23.76
Female,CSE,8.3,0,83.28,"AWS, HTML, DSA",AWS Certified,Web Dev,Business Analyst,Tier 3,7.0,2,9.8,5.9,PPO,30.35
Male,ECE,8.42,1,76.79,"C++, AWS",None,Cybersecurity,Data Scientist,Tier 1,5.3,1,8.3,8.5,PPO,40.58
Male,CSE,7.42,0,84.27,"HTML, SQL",Coursera ML,Cloud,DevOps Engineer,Tier 3,8.4,4,9.0,5.2,PPO,33.82
Male,CSE,6.01,1,82.97,"HTML, C++",Google Cloud,Cybersecurity,SDE,Tier 1,7.8,3,4.1,8.7,Off-campus,32.89
Female,MECH,7.07,0,82.47,"Python, HTML, AWS, DSA",Coursera ML,Data Analytics,Data Scientist,Tier 3,8.8,4,6.1,8.8,Off-campus,26.51
Female,IT,8.41,1,82.15,"C++, DSA, Python, AWS",DataCamp DS,Web Dev,SDE,Tier 2,6.6,1,8.5,8.9,PPO,35.91
Male,EEE,7.48,0,95.3,"SQL, DL, CSS",DataCamp DS,AI/ML,Data Scientist,Tier 2,7.3,3,4.5,6.8,PPO,31.13
Male,CIVIL,6.8,0,82.45,"ML, DL, AWS",AWS Certified,Web Dev,DevOps Engineer,Tier 1,7.1,5,7.4,5.2,Off-campus,34.59
Male,CSE,7.15,1,85.35,"AWS, Python",DataCamp DS,AI/ML,SDE,Tier 1,8.4,5,6.6,4.6,Off-campus,39.46
Male,CIVIL,8.09,3,84.59,"AWS, ML, DL, Python",Google Cloud,Web Dev,DevOps Engineer,Tier 1,8.2,4,4.1,8.5,On-campus,35.28
Female,IT,7.88,1,81.46,"HTML, DL, CSS",AWS Certified,AI/ML,SDE,Tier 1,7.7,5,5.4,9.3,On-campus,36.66
Female,IT,7.33,0,85.56,"DSA, ML",Google Cloud,Cybersecurity,Data Scientist,Tier 1,7.7,5,5.7,7.9,PPO,34.12
Male,CSE,7.24,0,85.46,"ML, Java, HTML",Google Cloud,Cybersecurity,Business Analyst,Tier 3,6.3,0,4.7,4.9,Off-campus,23.03
Male,ECE,7.23,0,85.56,"DL, DSA",DataCamp DS,Cybersecurity,Business Analyst,Tier 2,8.3,5,7.8,9.6,Off-campus,36.51
Female,CSE,6.85,1,78.99,"AWS, HTML, Python, Java",DataCamp DS,Cybersecurity,QA Engineer,Tier 3,8.3,0,5.5,9.9,On-campus,27.27
Female,MECH,8.63,0,83.56,"C++, CSS, Python",Google Cloud,Web Dev,QA Engineer,Tier 2,9.8,2,5.7,6.6,Off-campus,30.2
Male,EEE,7.27,1,90.32,"SQL, DL, AWS",DataCamp DS,AI/ML,DevOps Engineer,Tier 3,8.0,0,9.4,7.6,PPO,30.62
Male,ECE,8.35,1,83.74,"SQL, Java, CSS",DataCamp DS,Cybersecurity,SDE,Tier 3,8.1,0,6.8,8.7,On-campus,27.73
Male,CSE,8.56,2,86.13,"Python, DSA, ML",DataCamp DS,Web Dev,QA Engineer,Tier 3,8.0,1,6.4,8.4,Off-campus,28.06
Female,CIVIL,8.2,0,86.17,"C++, AWS",Coursera ML,AI/ML,Data Scientist,Tier 1,6.8,0,8.3,9.8,Off-campus,39.79
Female,ECE,7.2,0,87.92,"Java, CSS",Google Cloud,Web Dev,Business Analyst,Tier 2,8.7,0,9.5,4.7,PPO,31.55
Female,ECE,7.78,1,88.91,"C++, DL, HTML",None,IoT,SDE,Tier 1,7.4,1,4.2,7.5,Off-campus,39.16
Male,CSE,7.48,0,83.78,"Python, DSA, SQL, DL",Google Cloud,Cybersecurity,Business Analyst,Tier 1,7.3,0,6.7,8.2,On-campus,34.72
Male,ECE,6.87,0,78.62,"Python, Java, C++, CSS",AWS Certified,Data Analytics,SDE,Tier 3,7.4,5,7.7,9.3,On-campus,31.32
Female,CIVIL,7.73,1,76.47,"DSA, SQL, HTML",DataCamp DS,Web Dev,QA Engineer,Tier 2,7.4,0,5.9,9.2,Off-campus,28.57
Female,IT,6.67,1,92.12,"Java, ML, DSA",DataCamp DS,Cybersecurity,QA Engineer,Tier 2,7.0,2,8.6,9.9,Off-campus,32.57
Male,ECE,8.33,0,90.39,"Python, Java, ML, HTML",None,Cloud,DevOps Engineer,Tier 2,7.7,0,9.8,7.1,Off-campus,37.11
Female,IT,7.17,2,89.55,"ML, C++",AWS Certified,AI/ML,SDE,Tier 2,7.4,0,9.7,9.0,Off-campus,37.74
Female,CIVIL,7.64,1,90.68,"HTML, C++, CSS",Coursera ML,IoT,Data Scientist,Tier 1,7.3,2,5.6,6.6,On-campus,37.88
Male,CSE,7.7,1,83.87,"C++, AWS, Python, Java",Google Cloud,Cybersecurity,QA Engineer,Tier 1,8.0,1,5.4,6.5,PPO,35.8
Female,EEE,7.32,2,80.63,"DL, HTML, CSS",Coursera ML,Cloud,DevOps Engineer,Tier 2,7.6,5,9.7,5.5,On-campus,36.3
Male,ECE,7.91,0,78.14,"ML, DL, SQL",AWS Certified,Web Dev,QA Engineer,Tier 1,6.9,0,6.8,8.9,Off-campus,36.25
Male,EEE,7.17,1,77.37,"Java, ML",None,Web Dev,Business Analyst,Tier 2,6.7,5,5.2,9.9,Off-campus,35.49
Male,CIVIL,8.11,0,93.49,"HTML, DL, C++",AWS Certified,Cloud,QA Engineer,Tier 1,7.6,4,8.2,5.5,On-campus,41.3
Male,ECE,6.56,2,81.55,"C++, Java, ML",None,IoT,SDE,Tier 3,6.8,5,5.7,4.3,On-campus,21.57
Male,IT,7.59,1,92.38,"CSS, AWS, DL, SQL",Coursera ML,Cloud,DevOps Engineer,Tier 3,6.7,1,5.6,8.9,Off-campus,26.48
Male,MECH,8.86,0,83.69,"HTML, AWS",Coursera ML,AI/ML,SDE,Tier 2,6.7,1,9.3,7.7,On-campus,37.04
Male,EEE,6.8,0,80.27,"C++, SQL",AWS Certified,Web Dev,Data Scientist,Tier 2,7.8,0,5.0,9.8,Off-campus,30.19
Female,ECE,7.03,2,77.34,"DSA, Java",AWS Certified,Cloud,Data Scientist,Tier 1,8.7,2,4.4,5.5,On-campus,34.59
Male,EEE,7.86,0,80.88,"Java, DL",DataCamp DS,Data Analytics,QA Engineer,Tier 2,7.8,1,5.6,4.4,Off-campus,30.49
Male,ECE,7.63,0,94.93,"CSS, AWS",None,Data Analytics,DevOps Engineer,Tier 2,8.4,2,7.6,7.0,On-campus,33.69
Female,CSE,7.75,1,77.41,"DL, Java, Python",DataCamp DS,Cloud,DevOps Engineer,Tier 1,7.4,4,4.7,4.5,Off-campus,32.67
Female,IT,7.84,2,99.82,"ML, DL, SQL",Google Cloud,AI/ML,DevOps Engineer,Tier 2,7.6,2,6.8,5.6,PPO,34.68
Female,EEE,7.94,0,79.12,"DL, CSS, Python",Google Cloud,Web Dev,DevOps Engineer,Tier 2,9.2,3,7.8,4.8,PPO,35.48
Male,MECH,8.28,0,90.25,"C++, DL",AWS Certified,Data Analytics,QA Engineer,Tier 3,8.3,2,9.1,5.3,On-campus,30.56
Female,MECH,7.79,0,83.98,"SQL, HTML, AWS",Coursera ML,Cloud,SDE,Tier 3,8.4,1,5.4,4.6,PPO,20.62
Male,CIVIL,7.33,0,82.76,"ML, DSA, Python, AWS",Google Cloud,Cloud,QA Engineer,Tier 3,7.2,2,8.9,9.7,Off-campus,32.97
Male,ECE,7.97,0,76.1,"Java, Python, DSA",Google Cloud,Cybersecurity,SDE,Tier 2,7.5,2,5.4,5.7,On-campus,31.07
Male,EEE,8.83,1,84.31,"C++, Python",DataCamp DS,Cloud,Business Analyst,Tier 1,7.9,3,8.1,6.7,On-campus,34.81
Male,CIVIL,7.41,0,76.89,"ML, Java, DSA",DataCamp DS,AI/ML,Business Analyst,Tier 3,6.9,3,6.6,9.4,Off-campus,29.35
Female,EEE,6.82,0,73.23,"Python, AWS",Google Cloud,Data Analytics,SDE,Tier 2,5.1,0,4.7,8.1,Off-campus,27.34
Female,ECE,8.27,0,85.84,"Python, C++, Java",AWS Certified,Cybersecurity,QA Engineer,Tier 3,7.9,1,8.3,7.7,Off-campus,29.99
Male,MECH,7.42,0,80.55,"Java, HTML",DataCamp DS,Data Analytics,Data Scientist,Tier 1,8.5,0,5.3,8.2,On-campus,33.99
Male,CSE,5.98,1,96.79,"C++, SQL, AWS",Google Cloud,Data Analytics,QA Engineer,Tier 1,7.6,3,5.1,9.0,Off-campus,35.58
Male,MECH,8.09,0,92.0,"SQL, DL, Java, Python",Coursera ML,AI/ML,Data Scientist,Tier 1,6.9,2,6.1,9.3,PPO,40.85
Female,CIVIL,7.13,0,96.88,"CSS, AWS, ML, HTML",DataCamp DS,Cloud,QA Engineer,Tier 1,7.2,3,7.9,7.9,On-campus,38.83
Male,IT,7.44,2,80.23,"Python, AWS, SQL, DL",Google Cloud,AI/ML,DevOps Engineer,Tier 1,5.5,4,5.4,9.3,Off-campus,38.66
Male,CSE,7.73,1,85.95,"DL, AWS, C++, CSS",None,Cloud,DevOps Engineer,Tier 1,7.2,2,5.1,7.2,On-campus,33.42
Female,CIVIL,7.63,1,66.66,"DSA, AWS",DataCamp DS,Cybersecurity,Business Analyst,Tier 2,6.4,0,4.1,5.7,PPO,28.03
Female,ECE,8.0,4,83.03,"ML, Java, Python",None,AI/ML,Business Analyst,Tier 3,6.8,2,6.8,9.3,PPO,29.03
Male,CSE,7.2,0,85.69,"HTML, DSA",DataCamp DS,AI/ML,SDE,Tier 1,6.3,4,6.6,7.2,Off-campus,37.96
Female,CIVIL,7.86,1,86.08,"ML, SQL, DL",DataCamp DS,IoT,Data Scientist,Tier 3,6.2,3,5.4,9.4,On-campus,27.0
Female,ECE,7.32,1,84.7,"Java, DSA, C++",None,Web Dev,DevOps Engineer,Tier 3,6.5,1,4.3,4.2,Off-campus,22.23
Male,MECH,8.02,2,85.47,"Python, ML, CSS, SQL",AWS Certified,AI/ML,QA Engineer,Tier 2,8.1,5,6.6,6.4,On-campus,27.99
Female,IT,7.93,2,66.01,"C++, DSA, Python, ML",Google Cloud,IoT,SDE,Tier 1,7.0,1,8.7,9.7,Off-campus,39.07
Male,ECE,6.85,0,86.79,"SQL, AWS",AWS Certified,Web Dev,QA Engineer,Tier 1,6.4,1,8.3,5.5,Off-campus,38.42
Female,EEE,8.26,0,88.38,"SQL, DSA, DL, Python",AWS Certified,Cloud,DevOps Engineer,Tier 2,8.3,3,9.2,9.6,On-campus,34.78
Male,ECE,7.12,1,94.37,"CSS, HTML, DSA",Google Cloud,Cloud,DevOps Engineer,Tier 2,7.6,1,4.1,9.7,On-campus,28.78
Male,ECE,8.07,1,87.58,"Python, SQL, AWS, ML",Coursera ML,Cloud,DevOps Engineer,Tier 2,5.1,4,9.8,9.3,PPO,38.38
Male,IT,7.76,1,84.08,"DL, Java",AWS Certified,IoT,DevOps Engineer,Tier 2,8.5,3,6.0,7.4,PPO,30.7
Female,EEE,8.79,1,92.73,"DL, HTML, DSA",AWS Certified,IoT,QA Engineer,Tier 2,7.6,1,9.9,7.9,On-campus,36.73
Male,CIVIL,7.34,0,68.5,"DSA, Python, C++, ML",AWS Certified,Web Dev,SDE,Tier 3,8.3,5,5.5,9.2,PPO,28.72
Female,CIVIL,7.26,0,81.4,"HTML, DSA, CSS",Coursera ML,Cloud,DevOps Engineer,Tier 2,7.3,0,6.8,8.7,PPO,34.86
Male,ECE,7.49,0,79.64,"C++, Java, DSA",DataCamp DS,Data Analytics,Business Analyst,Tier 1,9.1,3,6.1,7.8,On-campus,35.98
Male,EEE,7.29,2,84.76,"ML, DL, HTML",None,AI/ML,SDE,Tier 1,7.1,3,6.1,9.9,On-campus,37.31
Female,EEE,8.06,1,69.61,"DL, Java, AWS",None,IoT,Business Analyst,Tier 2,4.9,2,9.1,8.1,On-campus,34.45
Male,IT,6.37,3,94.24,"SQL, Java, Python, HTML",Coursera ML,IoT,QA Engineer,Tier 2,6.6,1,8.5,9.9,Off-campus,30.96
Male,MECH,6.76,1,83.25,"ML, Python",AWS Certified,IoT,DevOps Engineer,Tier 2,8.0,0,10.0,4.3,On-campus,34.87
Female,CIVIL,6.75,1,87.23,"DL, DSA, ML",None,Web Dev,SDE,Tier 2,7.7,5,7.7,4.8,On-campus,34.73
Male,IT,8.17,1,86.56,"C++, Python",Coursera ML,Cloud,DevOps Engineer,Tier 2,7.4,4,6.8,6.7,On-campus,35.17
Male,CSE,8.7,1,93.84,"HTML, ML, C++, Python",Google Cloud,Data Analytics,DevOps Engineer,Tier 1,6.5,3,4.5,6.3,PPO,32.27
Male,CIVIL,7.43,1,71.97,"HTML, ML",None,AI/ML,SDE,Tier 3,7.5,4,10.0,8.7,On-campus,31.5
Male,IT,7.38,1,85.79,"AWS, CSS, DL, HTML",Google Cloud,AI/ML,DevOps Engineer,Tier 2,7.5,4,7.3,5.0,PPO,32.38
Female,CIVIL,7.55,0,93.02,"AWS, Python, ML",AWS Certified,Cloud,DevOps Engineer,Tier 2,7.5,4,8.2,9.9,Off-campus,38.86
Female,MECH,8.31,1,84.31,"C++, DL",None,Data Analytics,Data Scientist,Tier 2,8.0,2,6.4,5.9,On-campus,31.99
Male,CSE,6.85,0,78.34,"SQL, C++",Coursera ML,Web Dev,Data Scientist,Tier 1,7.7,4,7.3,6.6,On-campus,38.85
Female,MECH,7.67,0,80.77,"C++, ML",DataCamp DS,IoT,SDE,Tier 1,7.2,1,9.7,5.6,PPO,42.77
Male,CSE,8.18,0,82.25,"DSA, SQL, AWS, C++",None,IoT,SDE,Tier 3,6.5,1,5.0,7.5,Off-campus,23.26
Female,ECE,7.85,2,79.95,"CSS, DL, DSA, HTML",None,Cloud,DevOps Engineer,Tier 3,8.9,0,5.8,4.4,On-campus,23.83
Male,IT,7.63,0,83.93,"DL, HTML, AWS, DSA",None,AI/ML,Business Analyst,Tier 3,9.5,0,4.9,4.9,Off-campus,26.66
Male,CSE,8.2,0,95.56,"CSS, Java, C++, Python",None,IoT,SDE,Tier 3,9.2,5,8.8,8.5,Off-campus,33.04
Male,MECH,5.61,0,80.82,"CSS, C++, Java, DL",Coursera ML,AI/ML,DevOps Engineer,Tier 1,8.2,4,4.4,5.1,On-campus,29.92
Male,CIVIL,7.97,1,81.59,"DSA, Python, HTML, Java",Coursera ML,AI/ML,Business Analyst,Tier 3,5.8,4,4.5,5.4,Off-campus,21.7
Male,CSE,7.04,0,88.22,"Java, CSS, HTML",DataCamp DS,Cloud,Data Scientist,Tier 2,5.7,2,5.8,8.8,Off-campus,29.38
Male,IT,6.22,0,83.78,"DL, ML, DSA, SQL",Coursera ML,Cybersecurity,SDE,Tier 1,7.0,4,7.1,4.6,On-campus,36.69
Female,CSE,7.86,0,75.7,"DL, Java",Coursera ML,Cybersecurity,DevOps Engineer,Tier 1,7.4,4,6.4,6.6,PPO,35.52
Male,EEE,8.46,2,84.57,"SQL, DSA, Python, Java",AWS Certified,Cybersecurity,Data Scientist,Tier 1,7.4,4,4.3,4.1,On-campus,33.25
Female,CIVIL,7.4,0,84.31,"HTML, ML, SQL",AWS Certified,Data Analytics,QA Engineer,Tier 2,7.7,3,9.7,6.1,Off-campus,35.03
Male,IT,8.17,2,91.83,"Python, CSS, HTML",Google Cloud,Cloud,Data Scientist,Tier 1,6.1,3,9.7,8.2,On-campus,38.47
Female,IT,8.63,0,78.19,"HTML, DL, C++, SQL",DataCamp DS,AI/ML,DevOps Engineer,Tier 2,9.1,2,5.7,4.5,PPO,30.87
Female,ECE,8.42,0,91.88,"AWS, Python, Java, DL",AWS Certified,IoT,Business Analyst,Tier 3,9.0,2,8.4,9.3,Off-campus,32.82
Female,MECH,8.65,1,84.32,"HTML, DL, C++, AWS",DataCamp DS,Data Analytics,QA Engineer,Tier 1,6.2,1,7.5,9.5,Off-campus,41.04
Male,ECE,8.02,0,77.24,"SQL, Java, CSS",DataCamp DS,Cybersecurity,QA Engineer,Tier 2,5.6,2,5.4,4.6,PPO,26.82
Male,IT,7.55,1,75.84,"HTML, C++, DL, ML",None,Web Dev,QA Engineer,Tier 1,7.4,5,5.6,9.9,PPO,37.01
Female,CIVIL,6.38,1,98.54,"Java, AWS",DataCamp DS,Data Analytics,SDE,Tier 3,8.8,1,6.9,5.8,Off-campus,27.22
Male,CSE,7.33,0,83.88,"SQL, Python, DSA",None,Data Analytics,DevOps Engineer,Tier 1,7.5,4,6.5,4.5,PPO,38.8
Female,CSE,6.91,1,91.56,"Java, AWS, C++",Google Cloud,Cloud,QA Engineer,Tier 3,7.8,2,5.7,4.0,On-campus,23.55
Male,CIVIL,9.02,2,73.04,"C++, DSA, Python",Google Cloud,IoT,Data Scientist,Tier 1,7.1,5,8.8,6.5,PPO,42.45
Female,IT,7.38,1,100.0,"AWS, DSA, Java",Google Cloud,Data Analytics,Business Analyst,Tier 2,7.6,2,6.9,7.8,On-campus,32.5
Female,CSE,7.59,1,91.25,"DL, CSS, SQL",None,IoT,DevOps Engineer,Tier 3,8.4,2,7.9,6.0,Off-campus,25.72
Male,CSE,7.89,1,83.21,"SQL, HTML",None,Cloud,Data Scientist,Tier 1,7.9,1,5.1,9.0,Off-campus,38.29
Female,CSE,7.53,0,82.86,"AWS, ML, C++",Google Cloud,Web Dev,SDE,Tier 3,8.1,1,7.2,8.3,Off-campus,30.73
Male,MECH,8.69,2,90.14,"Java, SQL",None,AI/ML,QA Engineer,Tier 3,5.8,0,5.9,6.1,Off-campus,26.21
Female,MECH,7.06,0,89.74,"SQL, CSS, Python, AWS",Coursera ML,AI/ML,Data Scientist,Tier 2,9.6,1,7.2,8.4,Off-campus,33.99
Female,EEE,7.64,2,86.28,"Java, AWS, SQL, DSA",Coursera ML,Cybersecurity,DevOps Engineer,Tier 2,5.8,1,8.7,9.6,PPO,37.4
Male,ECE,6.98,1,85.08,"C++, Java",None,Cybersecurity,Data Scientist,Tier 2,7.7,3,8.6,4.6,PPO,35.38
Male,CIVIL,6.58,1,88.93,"Java, CSS, SQL, DSA",None,Web Dev,SDE,Tier 2,7.3,2,6.1,5.8,Off-campus,33.26
Male,CIVIL,7.07,0,72.81,"HTML, Python, AWS",AWS Certified,AI/ML,Business Analyst,Tier 3,7.4,1,8.2,6.8,PPO,30.83
Female,CIVIL,7.47,1,82.4,"Java, SQL, DL, Python",AWS Certified,Cybersecurity,QA Engineer,Tier 3,8.4,2,9.6,7.0,PPO,32.12
Male,EEE,7.2,1,73.47,"Python, SQL, ML, CSS",DataCamp DS,IoT,DevOps Engineer,Tier 1,6.8,2,7.8,7.3,Off-campus,36.11
Female,MECH,7.02,0,89.23,"Python, ML, C++",DataCamp DS,Data Analytics,QA Engineer,Tier 1,7.1,3,4.9,5.8,PPO,33.97
Female,IT,6.52,0,80.27,"SQL, DSA",DataCamp DS,Cloud,QA Engineer,Tier 1,6.4,2,8.1,8.0,Off-campus,39.68
Male,IT,7.44,1,74.0,"ML, C++, SQL, Java",Google Cloud,Cybersecurity,QA Engineer,Tier 2,8.6,5,4.6,7.9,Off-campus,32.51
Male,EEE,6.45,2,79.44,"CSS, DSA, ML",Coursera ML,Web Dev,Data Scientist,Tier 3,7.8,1,9.2,7.5,Off-campus,33.4
Female,IT,8.03,0,86.05,"SQL, DL, Python, C++",Google Cloud,AI/ML,Data Scientist,Tier 3,8.1,2,7.1,4.7,Off-campus,26.6
Female,CIVIL,7.56,0,83.56,"DL, HTML, Java, CSS",None,Web Dev,Business Analyst,Tier 1,8.3,0,6.3,6.9,PPO,40.58
Male,ECE,6.48,0,76.79,"DL, AWS, SQL",AWS Certified,Cloud,SDE,Tier 1,9.5,0,4.3,6.1,PPO,29.24
Male,CSE,7.28,0,73.07,"Java, HTML",None,Cloud,DevOps Engineer,Tier 3,9.3,3,6.3,6.9,On-campus,28.38
Male,MECH,6.97,0,85.52,"Python, SQL, DL",None,Web Dev,Data Scientist,Tier 2,7.8,5,9.4,9.5,On-campus,37.26
Male,MECH,7.72,1,80.93,"ML, DL, AWS",AWS Certified,Cybersecurity,QA Engineer,Tier 1,7.7,1,4.1,6.9,Off-campus,29.41
Male,EEE,8.44,0,83.19,"DSA, CSS",None,Cybersecurity,SDE,Tier 1,7.0,3,6.8,4.1,On-campus,35.59
Female,MECH,6.19,0,83.88,"Python, SQL, ML, CSS",DataCamp DS,AI/ML,DevOps Engineer,Tier 3,8.2,0,9.6,6.6,PPO,27.48
Female,CIVIL,7.58,1,88.01,"SQL, AWS, ML, Java",AWS Certified,IoT,DevOps Engineer,Tier 3,8.2,5,6.4,8.9,PPO,29.08
Female,IT,7.39,1,90.93,"SQL, C++",None,AI/ML,DevOps Engineer,Tier 1,6.8,1,6.6,8.7,On-campus,37.77
Female,CIVIL,7.97,2,86.03,"DSA, ML",DataCamp DS,Data Analytics,DevOps Engineer,Tier 1,8.2,2,7.5,7.1,On-campus,41.32
Male,EEE,7.65,0,82.76,"HTML, AWS, CSS",DataCamp DS,IoT,Business Analyst,Tier 2,8.5,1,6.8,5.5,PPO,28.56
Male,CIVIL,6.97,0,85.17,"DSA, HTML, DL",Coursera ML,Data Analytics,DevOps Engineer,Tier 2,6.4,4,5.0,6.8,On-campus,31.32
Male,IT,7.28,0,82.63,"DL, AWS, ML, Python",DataCamp DS,AI/ML,SDE,Tier 2,7.7,1,4.1,7.4,PPO,28.55
Female,ECE,6.94,2,73.5,"CSS, DL",Google Cloud,IoT,Data Scientist,Tier 2,7.4,2,7.7,10.0,PPO,37.64
